"epoch","num_critics: 20 - _step","num_critics: 20 - _step__MIN","num_critics: 20 - _step__MAX","num_critics: 20 - eval/reward_mean","num_critics: 20 - eval/reward_mean__MIN","num_critics: 20 - eval/reward_mean__MAX","num_critics: 10 - _step","num_critics: 10 - _step__MIN","num_critics: 10 - _step__MAX","num_critics: 10 - eval/reward_mean","num_critics: 10 - eval/reward_mean__MIN","num_critics: 10 - eval/reward_mean__MAX"
"164","164","164","164","3719.5667993114744","3719.5667993114744","3719.5667993114744","164","164","164","3868.843360860118","3868.843360860118","3868.843360860118"
"165","165","165","165","3223.5506003640994","3223.5506003640994","3223.5506003640994","165","165","165","4250.703533662485","4250.703533662485","4250.703533662485"
"166","166","166","166","2401.3257380830814","2401.3257380830814","2401.3257380830814","166","166","166","4150.394187746048","4150.394187746048","4150.394187746048"
"167","167","167","167","4504.389563068706","4504.389563068706","4504.389563068706","167","167","167","4127.494841455259","4127.494841455259","4127.494841455259"
"168","168","168","168","3577.655893369859","3577.655893369859","3577.655893369859","168","168","168","3915.925801136269","3915.925801136269","3915.925801136269"
"169","169","169","169","5338.373835873398","5338.373835873398","5338.373835873398","169","169","169","4168.448086531599","4168.448086531599","4168.448086531599"
"170","170","170","170","4142.250905084429","4142.250905084429","4142.250905084429","170","170","170","3983.6544482857607","3983.6544482857607","3983.6544482857607"
"171","171","171","171","5441.24424440797","5441.24424440797","5441.24424440797","171","171","171","4071.8182481735093","4071.8182481735093","4071.8182481735093"
"172","172","172","172","4189.868466765183","4189.868466765183","4189.868466765183","172","172","172","4093.5130012570125","4093.5130012570125","4093.5130012570125"
"173","173","173","173","4642.148225497368","4642.148225497368","4642.148225497368","173","173","173","4224.829713660988","4224.829713660988","4224.829713660988"
"174","174","174","174","6682.991275745293","6682.991275745293","6682.991275745293","174","174","174","3926.4351927320495","3926.4351927320495","3926.4351927320495"
"175","175","175","175","4914.612777501656","4914.612777501656","4914.612777501656","175","175","175","4215.566242551026","4215.566242551026","4215.566242551026"
"176","176","176","176","5539.851838376833","5539.851838376833","5539.851838376833","176","176","176","3878.516012983842","3878.516012983842","3878.516012983842"
"177","177","177","177","4441.550106578894","4441.550106578894","4441.550106578894","177","177","177","4154.84631059066","4154.84631059066","4154.84631059066"
"178","178","178","178","5561.187000694949","5561.187000694949","5561.187000694949","178","178","178","4139.910267010613","4139.910267010613","4139.910267010613"
"179","179","179","179","4172.879586137358","4172.879586137358","4172.879586137358","179","179","179","4277.661127103453","4277.661127103453","4277.661127103453"
"180","180","180","180","5804.138421729098","5804.138421729098","5804.138421729098","180","180","180","4110.804343726355","4110.804343726355","4110.804343726355"
"181","181","181","181","5628.005598202338","5628.005598202338","5628.005598202338","181","181","181","4377.272978764283","4377.272978764283","4377.272978764283"
"182","182","182","182","6213.654194345418","6213.654194345418","6213.654194345418","182","182","182","4266.085022503458","4266.085022503458","4266.085022503458"
"183","183","183","183","5940.580560692394","5940.580560692394","5940.580560692394","183","183","183","4142.348089316723","4142.348089316723","4142.348089316723"
"184","184","184","184","6573.630982237444","6573.630982237444","6573.630982237444","184","184","184","4318.57683115419","4318.57683115419","4318.57683115419"
"185","185","185","185","6220.360223348187","6220.360223348187","6220.360223348187","185","185","185","4421.04198494494","4421.04198494494","4421.04198494494"
"186","186","186","186","6711.078054234904","6711.078054234904","6711.078054234904","186","186","186","4380.138430302443","4380.138430302443","4380.138430302443"
"187","187","187","187","6934.53828778457","6934.53828778457","6934.53828778457","187","187","187","4372.031917636121","4372.031917636121","4372.031917636121"
"188","188","188","188","7031.162060245368","7031.162060245368","7031.162060245368","188","188","188","4375.284385956858","4375.284385956858","4375.284385956858"
"189","189","189","189","6376.757444099154","6376.757444099154","6376.757444099154","189","189","189","4338.2039469584515","4338.2039469584515","4338.2039469584515"
"190","190","190","190","7178.566732958701","7178.566732958701","7178.566732958701","190","190","190","4556.967864820222","4556.967864820222","4556.967864820222"
"191","191","191","191","7148.637175734648","7148.637175734648","7148.637175734648","191","191","191","4312.841789987328","4312.841789987328","4312.841789987328"
"192","192","192","192","3810.3773960868057","3810.3773960868057","3810.3773960868057","192","192","192","4457.183907100885","4457.183907100885","4457.183907100885"
"193","193","193","193","7299.658402503713","7299.658402503713","7299.658402503713","193","193","193","4402.18660923085","4402.18660923085","4402.18660923085"
"194","194","194","194","5747.605654794618","5747.605654794618","5747.605654794618","194","194","194","4270.345391232871","4270.345391232871","4270.345391232871"
"195","195","195","195","7222.03131478825","7222.03131478825","7222.03131478825","195","195","195","4419.008893346627","4419.008893346627","4419.008893346627"
"196","196","196","196","7154.9429184663195","7154.9429184663195","7154.9429184663195","196","196","196","4478.603543685737","4478.603543685737","4478.603543685737"
"197","197","197","197","4792.744196452444","4792.744196452444","4792.744196452444","197","197","197","4351.98764051507","4351.98764051507","4351.98764051507"
"198","198","198","198","6764.247541406459","6764.247541406459","6764.247541406459","198","198","198","4385.908797755724","4385.908797755724","4385.908797755724"
"199","199","199","199","7357.303301248527","7357.303301248527","7357.303301248527","199","199","199","4435.247693979169","4435.247693979169","4435.247693979169"
"200","200","200","200","6776.731532201695","6776.731532201695","6776.731532201695","200","200","200","4602.6239407766325","4602.6239407766325","4602.6239407766325"
"201","201","201","201","6035.548464047432","6035.548464047432","6035.548464047432","201","201","201","4580.737251712662","4580.737251712662","4580.737251712662"
"202","202","202","202","6571.335152242935","6571.335152242935","6571.335152242935","202","202","202","4516.358773686025","4516.358773686025","4516.358773686025"
"203","203","203","203","7348.354905912053","7348.354905912053","7348.354905912053","203","203","203","4625.978578566842","4625.978578566842","4625.978578566842"
"204","204","204","204","6476.04469745805","6476.04469745805","6476.04469745805","204","204","204","4856.693972689147","4856.693972689147","4856.693972689147"
"205","205","205","205","7512.622799884184","7512.622799884184","7512.622799884184","205","205","205","4631.099523709076","4631.099523709076","4631.099523709076"
"206","206","206","206","7395.053023398852","7395.053023398852","7395.053023398852","206","206","206","4456.741205992949","4456.741205992949","4456.741205992949"
"207","207","207","207","7257.935873682445","7257.935873682445","7257.935873682445","207","207","207","4561.261115295638","4561.261115295638","4561.261115295638"
"208","208","208","208","7481.975367088159","7481.975367088159","7481.975367088159","208","208","208","4435.384122358759","4435.384122358759","4435.384122358759"
"209","209","209","209","7550.361188828242","7550.361188828242","7550.361188828242","209","209","209","4715.563788837255","4715.563788837255","4715.563788837255"
"210","210","210","210","6711.584945873753","6711.584945873753","6711.584945873753","210","210","210","4653.52128437498","4653.52128437498","4653.52128437498"
"211","211","211","211","7586.001665216718","7586.001665216718","7586.001665216718","211","211","211","4728.061228866227","4728.061228866227","4728.061228866227"
"212","212","212","212","7310.049778369741","7310.049778369741","7310.049778369741","212","212","212","4753.359933202396","4753.359933202396","4753.359933202396"
"213","213","213","213","7530.439115338835","7530.439115338835","7530.439115338835","213","213","213","4813.173358495462","4813.173358495462","4813.173358495462"
"214","214","214","214","6560.377948730997","6560.377948730997","6560.377948730997","214","214","214","4604.086381902541","4604.086381902541","4604.086381902541"
"215","215","215","215","7579.151594530784","7579.151594530784","7579.151594530784","215","215","215","4829.4326393140245","4829.4326393140245","4829.4326393140245"
"216","216","216","216","7555.5481288940355","7555.5481288940355","7555.5481288940355","216","216","216","4742.719327593017","4742.719327593017","4742.719327593017"
"217","217","217","217","7388.373587987126","7388.373587987126","7388.373587987126","217","217","217","4769.080406650848","4769.080406650848","4769.080406650848"
"218","218","218","218","7092.575242137211","7092.575242137211","7092.575242137211","218","218","218","4747.244648485057","4747.244648485057","4747.244648485057"
"219","219","219","219","6523.837157450266","6523.837157450266","6523.837157450266","219","219","219","4683.062381151127","4683.062381151127","4683.062381151127"
"220","220","220","220","7159.476623138036","7159.476623138036","7159.476623138036","220","220","220","4852.81667116668","4852.81667116668","4852.81667116668"
"221","221","221","221","6266.973010571861","6266.973010571861","6266.973010571861","221","221","221","4503.900556133723","4503.900556133723","4503.900556133723"
"222","222","222","222","6997.762836937807","6997.762836937807","6997.762836937807","222","222","222","4684.564185322919","4684.564185322919","4684.564185322919"
"223","223","223","223","7372.765941950774","7372.765941950774","7372.765941950774","223","223","223","4542.953661372152","4542.953661372152","4542.953661372152"
"224","224","224","224","7636.951410110397","7636.951410110397","7636.951410110397","224","224","224","4692.235469957777","4692.235469957777","4692.235469957777"
"225","225","225","225","7281.09020507409","7281.09020507409","7281.09020507409","225","225","225","4826.956934608797","4826.956934608797","4826.956934608797"
"226","226","226","226","7742.624823035975","7742.624823035975","7742.624823035975","226","226","226","4807.487213146957","4807.487213146957","4807.487213146957"
"227","227","227","227","7314.485527179703","7314.485527179703","7314.485527179703","227","227","227","5064.424731202803","5064.424731202803","5064.424731202803"
"228","228","228","228","7617.72324019481","7617.72324019481","7617.72324019481","228","228","228","4963.880839682254","4963.880839682254","4963.880839682254"
"229","229","229","229","7590.957100817436","7590.957100817436","7590.957100817436","229","229","229","4671.479202534075","4671.479202534075","4671.479202534075"
"230","230","230","230","7583.764820074514","7583.764820074514","7583.764820074514","230","230","230","5137.148851048956","5137.148851048956","5137.148851048956"
"231","231","231","231","6593.7931290219185","6593.7931290219185","6593.7931290219185","231","231","231","5019.5601700081515","5019.5601700081515","5019.5601700081515"
"232","232","232","232","7656.987804667379","7656.987804667379","7656.987804667379","232","232","232","4952.787172113152","4952.787172113152","4952.787172113152"
"233","233","233","233","7444.221588906774","7444.221588906774","7444.221588906774","233","233","233","4824.639764083862","4824.639764083862","4824.639764083862"
"234","234","234","234","6181.973499174955","6181.973499174955","6181.973499174955","234","234","234","4774.137621603094","4774.137621603094","4774.137621603094"
"235","235","235","235","7687.527948228778","7687.527948228778","7687.527948228778","235","235","235","4854.831937398461","4854.831937398461","4854.831937398461"
"236","236","236","236","7587.245936415912","7587.245936415912","7587.245936415912","236","236","236","5135.302274873457","5135.302274873457","5135.302274873457"
"237","237","237","237","7837.827310715942","7837.827310715942","7837.827310715942","237","237","237","4949.240552396999","4949.240552396999","4949.240552396999"
"238","238","238","238","7661.646010112873","7661.646010112873","7661.646010112873","238","238","238","5032.570570199417","5032.570570199417","5032.570570199417"
"239","239","239","239","7932.716424307689","7932.716424307689","7932.716424307689","239","239","239","5155.705270212371","5155.705270212371","5155.705270212371"
"240","240","240","240","7766.901717979885","7766.901717979885","7766.901717979885","240","240","240","5041.298622177614","5041.298622177614","5041.298622177614"
"241","241","241","241","7642.739959440945","7642.739959440945","7642.739959440945","241","241","241","4999.7574929327875","4999.7574929327875","4999.7574929327875"
"242","242","242","242","7472.359389259141","7472.359389259141","7472.359389259141","242","242","242","4902.793458822551","4902.793458822551","4902.793458822551"
"243","243","243","243","8113.847880280909","8113.847880280909","8113.847880280909","243","243","243","4900.897689528722","4900.897689528722","4900.897689528722"
"244","244","244","244","7660.248321458683","7660.248321458683","7660.248321458683","244","244","244","5240.640186780756","5240.640186780756","5240.640186780756"
"245","245","245","245","7727.503142849154","7727.503142849154","7727.503142849154","245","245","245","5096.947268767529","5096.947268767529","5096.947268767529"
"246","246","246","246","7838.3167294213035","7838.3167294213035","7838.3167294213035","246","246","246","5090.158704660274","5090.158704660274","5090.158704660274"
"247","247","247","247","7957.075560190696","7957.075560190696","7957.075560190696","247","247","247","4986.900338567521","4986.900338567521","4986.900338567521"
"248","248","248","248","7569.379479408987","7569.379479408987","7569.379479408987","248","248","248","5016.172887269115","5016.172887269115","5016.172887269115"
"249","249","249","249","7659.358152733861","7659.358152733861","7659.358152733861","249","249","249","5046.994473344464","5046.994473344464","5046.994473344464"
"250","250","250","250","7741.147640923725","7741.147640923725","7741.147640923725","250","250","250","4977.755169722918","4977.755169722918","4977.755169722918"
"251","251","251","251","7813.154829555271","7813.154829555271","7813.154829555271","251","251","251","5019.624075974933","5019.624075974933","5019.624075974933"
"252","252","252","252","7686.0590628859545","7686.0590628859545","7686.0590628859545","252","252","252","4907.158472404171","4907.158472404171","4907.158472404171"
"253","253","253","253","7980.985360325669","7980.985360325669","7980.985360325669","253","253","253","5089.4830552123285","5089.4830552123285","5089.4830552123285"
"254","254","254","254","7678.393517694552","7678.393517694552","7678.393517694552","254","254","254","5125.860864820902","5125.860864820902","5125.860864820902"
"255","255","255","255","7803.632186125336","7803.632186125336","7803.632186125336","255","255","255","5174.6677055801565","5174.6677055801565","5174.6677055801565"
"256","256","256","256","7980.203824819279","7980.203824819279","7980.203824819279","256","256","256","5134.238404894478","5134.238404894478","5134.238404894478"
"257","257","257","257","7685.381809527015","7685.381809527015","7685.381809527015","257","257","257","4774.055449988806","4774.055449988806","4774.055449988806"
"258","258","258","258","7882.162408431892","7882.162408431892","7882.162408431892","258","258","258","5113.52815771419","5113.52815771419","5113.52815771419"
"259","259","259","259","8038.206424755013","8038.206424755013","8038.206424755013","259","259","259","5364.069729004536","5364.069729004536","5364.069729004536"
"260","260","260","260","7781.393956303722","7781.393956303722","7781.393956303722","260","260","260","5110.410050216384","5110.410050216384","5110.410050216384"
"261","261","261","261","7942.142083448455","7942.142083448455","7942.142083448455","261","261","261","5184.584678993492","5184.584678993492","5184.584678993492"
"262","262","262","262","8032.42485521392","8032.42485521392","8032.42485521392","262","262","262","5189.53557361221","5189.53557361221","5189.53557361221"
"263","263","263","263","7665.701002324247","7665.701002324247","7665.701002324247","263","263","263","5284.402580350956","5284.402580350956","5284.402580350956"
"264","264","264","264","7789.256634156496","7789.256634156496","7789.256634156496","264","264","264","5060.524284255285","5060.524284255285","5060.524284255285"
"265","265","265","265","8055.592445956402","8055.592445956402","8055.592445956402","265","265","265","5062.917091911812","5062.917091911812","5062.917091911812"
"266","266","266","266","7956.533533598587","7956.533533598587","7956.533533598587","266","266","266","5070.5864809376935","5070.5864809376935","5070.5864809376935"
"267","267","267","267","7759.895761414462","7759.895761414462","7759.895761414462","267","267","267","5048.230326161009","5048.230326161009","5048.230326161009"
"268","268","268","268","7862.344709868627","7862.344709868627","7862.344709868627","268","268","268","4999.228597101278","4999.228597101278","4999.228597101278"
"269","269","269","269","7965.403975351791","7965.403975351791","7965.403975351791","269","269","269","5193.5858310746535","5193.5858310746535","5193.5858310746535"
"270","270","270","270","7840.412644764326","7840.412644764326","7840.412644764326","270","270","270","5204.770042888047","5204.770042888047","5204.770042888047"
"271","271","271","271","7877.124811664214","7877.124811664214","7877.124811664214","271","271","271","5096.648424060668","5096.648424060668","5096.648424060668"
"272","272","272","272","7735.2094691358925","7735.2094691358925","7735.2094691358925","272","272","272","5197.378607794884","5197.378607794884","5197.378607794884"
"273","273","273","273","7960.0651648126295","7960.0651648126295","7960.0651648126295","273","273","273","5220.254054810913","5220.254054810913","5220.254054810913"
"274","274","274","274","7969.136210700485","7969.136210700485","7969.136210700485","274","274","274","5144.10534502572","5144.10534502572","5144.10534502572"
"275","275","275","275","7920.172738648695","7920.172738648695","7920.172738648695","275","275","275","5153.070712436281","5153.070712436281","5153.070712436281"
"276","276","276","276","8015.874456376432","8015.874456376432","8015.874456376432","276","276","276","5237.411876524433","5237.411876524433","5237.411876524433"
"277","277","277","277","8028.12403317146","8028.12403317146","8028.12403317146","277","277","277","5169.177817420332","5169.177817420332","5169.177817420332"
"278","278","278","278","7894.4626588805495","7894.4626588805495","7894.4626588805495","278","278","278","5173.246905885161","5173.246905885161","5173.246905885161"
"279","279","279","279","8139.952207696481","8139.952207696481","8139.952207696481","279","279","279","5016.894684674074","5016.894684674074","5016.894684674074"
"280","280","280","280","8107.8392150857135","8107.8392150857135","8107.8392150857135","280","280","280","5385.228112140559","5385.228112140559","5385.228112140559"
"281","281","281","281","8064.590537946567","8064.590537946567","8064.590537946567","281","281","281","5254.749398406382","5254.749398406382","5254.749398406382"
"282","282","282","282","7802.914286577044","7802.914286577044","7802.914286577044","282","282","282","5177.880723025975","5177.880723025975","5177.880723025975"
"283","283","283","283","7971.47573117515","7971.47573117515","7971.47573117515","283","283","283","5355.018286955145","5355.018286955145","5355.018286955145"
"284","284","284","284","7924.555218160994","7924.555218160994","7924.555218160994","284","284","284","5303.9615232123915","5303.9615232123915","5303.9615232123915"
"285","285","285","285","7871.118688393023","7871.118688393023","7871.118688393023","285","285","285","5127.918847913006","5127.918847913006","5127.918847913006"
"286","286","286","286","7920.383795944135","7920.383795944135","7920.383795944135","286","286","286","5124.6341372610395","5124.6341372610395","5124.6341372610395"
"287","287","287","287","8043.100210582738","8043.100210582738","8043.100210582738","287","287","287","5456.902465992784","5456.902465992784","5456.902465992784"
"288","288","288","288","7997.07513622253","7997.07513622253","7997.07513622253","288","288","288","5208.60046656357","5208.60046656357","5208.60046656357"
"289","289","289","289","8202.87664547741","8202.87664547741","8202.87664547741","289","289","289","5088.010914331333","5088.010914331333","5088.010914331333"
"290","290","290","290","7965.212425783556","7965.212425783556","7965.212425783556","290","290","290","5439.470265557172","5439.470265557172","5439.470265557172"
"291","291","291","291","8260.753033813418","8260.753033813418","8260.753033813418","291","291","291","5566.398009292754","5566.398009292754","5566.398009292754"
"292","292","292","292","7717.855993035768","7717.855993035768","7717.855993035768","292","292","292","5186.136858053828","5186.136858053828","5186.136858053828"
"293","293","293","293","8014.66124775098","8014.66124775098","8014.66124775098","293","293","293","5482.936483494219","5482.936483494219","5482.936483494219"
"294","294","294","294","7764.948329688856","7764.948329688856","7764.948329688856","294","294","294","5351.245409274756","5351.245409274756","5351.245409274756"
"295","295","295","295","7908.839087188304","7908.839087188304","7908.839087188304","295","295","295","5473.189022788799","5473.189022788799","5473.189022788799"
"296","296","296","296","8062.433823931597","8062.433823931597","8062.433823931597","296","296","296","5153.629603898298","5153.629603898298","5153.629603898298"
"297","297","297","297","7853.123597891758","7853.123597891758","7853.123597891758","297","297","297","5234.317999845784","5234.317999845784","5234.317999845784"
"298","298","298","298","7990.950837585127","7990.950837585127","7990.950837585127","298","298","298","5183.962452547532","5183.962452547532","5183.962452547532"
"299","299","299","299","8002.216991573825","8002.216991573825","8002.216991573825","299","299","299","5552.508886387686","5552.508886387686","5552.508886387686"
"300","300","300","300","7935.938780298973","7935.938780298973","7935.938780298973","300","300","300","5310.592716690114","5310.592716690114","5310.592716690114"
"301","301","301","301","7452.678060826732","7452.678060826732","7452.678060826732","301","301","301","5292.414119275016","5292.414119275016","5292.414119275016"
"302","302","302","302","7931.785576019327","7931.785576019327","7931.785576019327","302","302","302","5307.313170409549","5307.313170409549","5307.313170409549"
"303","303","303","303","8213.341257151142","8213.341257151142","8213.341257151142","303","303","303","5124.7529480072535","5124.7529480072535","5124.7529480072535"
"304","304","304","304","7703.558786272743","7703.558786272743","7703.558786272743","304","304","304","5326.681555617075","5326.681555617075","5326.681555617075"
"305","305","305","305","8005.479534135431","8005.479534135431","8005.479534135431","305","305","305","5401.7081982616455","5401.7081982616455","5401.7081982616455"
"306","306","306","306","8020.924316935745","8020.924316935745","8020.924316935745","306","306","306","5367.316184183335","5367.316184183335","5367.316184183335"
"307","307","307","307","7925.373856454532","7925.373856454532","7925.373856454532","307","307","307","5349.052445270543","5349.052445270543","5349.052445270543"
"308","308","308","308","8014.484668048545","8014.484668048545","8014.484668048545","308","308","308","5080.600905164688","5080.600905164688","5080.600905164688"
"309","309","309","309","8025.3241414134845","8025.3241414134845","8025.3241414134845","309","309","309","5646.348612992671","5646.348612992671","5646.348612992671"
"310","310","310","310","8153.238964365019","8153.238964365019","8153.238964365019","310","310","310","5573.136493232595","5573.136493232595","5573.136493232595"
"311","311","311","311","8230.628182451877","8230.628182451877","8230.628182451877","311","311","311","5377.043966528878","5377.043966528878","5377.043966528878"
"312","312","312","312","8151.084939330285","8151.084939330285","8151.084939330285","312","312","312","5362.88070231965","5362.88070231965","5362.88070231965"
"313","313","313","313","8231.554680446714","8231.554680446714","8231.554680446714","313","313","313","5428.788283995559","5428.788283995559","5428.788283995559"
"314","314","314","314","8171.215104698515","8171.215104698515","8171.215104698515","314","314","314","5427.04456315333","5427.04456315333","5427.04456315333"
"315","315","315","315","7823.784092064033","7823.784092064033","7823.784092064033","315","315","315","5433.965630857127","5433.965630857127","5433.965630857127"
"316","316","316","316","7780.412134586031","7780.412134586031","7780.412134586031","316","316","316","5440.077820910896","5440.077820910896","5440.077820910896"
"317","317","317","317","8005.286481408072","8005.286481408072","8005.286481408072","317","317","317","5257.244607892336","5257.244607892336","5257.244607892336"
"318","318","318","318","8113.050215740278","8113.050215740278","8113.050215740278","318","318","318","5456.8687420226615","5456.8687420226615","5456.8687420226615"
"319","319","319","319","8169.977893910518","8169.977893910518","8169.977893910518","319","319","319","5481.41087797649","5481.41087797649","5481.41087797649"
"320","320","320","320","8185.753128084095","8185.753128084095","8185.753128084095","320","320","320","5300.106604097395","5300.106604097395","5300.106604097395"
"321","321","321","321","8114.1717697746835","8114.1717697746835","8114.1717697746835","321","321","321","5359.501968921388","5359.501968921388","5359.501968921388"
"322","322","322","322","7945.04820749676","7945.04820749676","7945.04820749676","322","322","322","5620.406708297522","5620.406708297522","5620.406708297522"
"323","323","323","323","8032.949999160837","8032.949999160837","8032.949999160837","323","323","323","5335.827290382405","5335.827290382405","5335.827290382405"
"324","324","324","324","7883.940804448042","7883.940804448042","7883.940804448042","324","324","324","5318.303932323424","5318.303932323424","5318.303932323424"
"325","325","325","325","8242.054957929875","8242.054957929875","8242.054957929875","325","325","325","5214.351955967787","5214.351955967787","5214.351955967787"
"326","326","326","326","7808.503486209702","7808.503486209702","7808.503486209702","326","326","326","5529.009187863159","5529.009187863159","5529.009187863159"
"327","327","327","327","7973.1343313443385","7973.1343313443385","7973.1343313443385","327","327","327","5508.199032975141","5508.199032975141","5508.199032975141"
"328","328","328","328","8137.286027855904","8137.286027855904","8137.286027855904","328","328","328","5309.183404863334","5309.183404863334","5309.183404863334"
"329","329","329","329","7910.7767844884775","7910.7767844884775","7910.7767844884775","329","329","329","5363.563570632407","5363.563570632407","5363.563570632407"
"330","330","330","330","8026.657016067067","8026.657016067067","8026.657016067067","330","330","330","5589.4402496399725","5589.4402496399725","5589.4402496399725"
